Filename,Run Count,Last Run Date
"C:\SVN\pa\trunk\develop\08.통합 로봇 프로그램\개발 설명서.pdf",1,134055043134672343
"C:\Users\Doyun\Documents\업무 관련\매뉴얼 모음\표준 로봇 매뉴얼",2,134055041742535492
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251016(101039) C1412016 LSE 수리건",2,134055033680792247
"X:\BD000_Soft_Control\BD600-프로젝트 자료\LOG\Inspec\backupFile\HORIBA(ETAMAX)",3,134055008302473387
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250929 HORIBA(ETAMAX) S_ETR Mapping G2.4K",2,134055005156936604
"C:\Users\Doyun\Documents\업무 관련\장비 프로그램 관리\GPL 버전 관리\WCP 1.1.63_ETR",2,134055003985551064
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250362 ETAMAX - S-ETR",6,134055003470011468
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251016(112100) LSE P5A 에이징용",1,134054975163869113
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251010(111932) C1502022 LSE WTR2 수리건",1,134054970908789364
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-251010(111932) C1502022 수리건",3,134054970705011193
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250543 ETAMAX S-ETR #1 (MAPPING)",4,134054958470003982
"C:\Users\Doyun\Documents\카카오톡 받은 파일\S220244 auros",4,134054953962480548
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220244 AUROS - OL 100n Plus D-ETR\S220244 auros",1,134054949398807639
"C:\Program Files (x86)\Precise Automation\Guidance Development Suite 4.0\GDE\projects\AUROS_100N_ProDetect",1,134054949279644098
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2022 프로젝트 회의록\S220244",1,134054949122007253
"C:\Users\Doyun\Documents\카카오톡 받은 파일\PA 라이센스 건(구형)0217.xlsx",1,134054879044619915
"C:\Users\Doyun\Desktop\Brooks 라이센스 통합본.xlsx",1,134054878959648475
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220578 ATI - D-WTR",1,134054874091799500
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250918",1,134054873056665872
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\C1411018 SSP D_WTR Z_axis3",1,134054834468452502
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250228",1,134054832327749582
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2024 프로젝트 회의록\S240228",1,134054832117142903
"X:\BD000_Soft_Control\BD800-교육\내부교육",1,134054828502037240
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240177 ATI - S-FLIP(Mask handling Robot)",1,134054824061949597
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250562 ATI Mask Handling S-Flip",1,134054823808378746
"C:\Users\Doyun\Desktop\EFEMTest",1,134054795721786230
"C:\Users\Doyun\Desktop\S250149 NEXTIN KROKY-W #2 SCARA EFEM_3P",1,134054219047047780
"C:\AutoChecker\Inspec\Result\S250689 VISIONSEMICON EFEM  #1 D_WTR",1,134054219013581761
"Y:\박설미\02. 고객사\01. ZHICHENG\08. S250257 - 인산\05. 교육 일정\지청 교육\7일 - 표준 WTR 티칭",1,134054203260313945
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250394 LSE - SIF #41",1,134054177824693384
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250452 LSE - SIN #45",1,134054177663131866
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241056 LSE SIF #36",2,134054177325091894
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250395 LSE - SIF #42 EFEM",2,134054176224466695
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250525 LSE - SI 78",1,134054168919463277
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250104 ETAMAX - S_ETR",2,134051661647169990
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250543 ETAMAX S-ETR #1",2,134051658397074423
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250416 ETAMAX - ETR(MAPPING)",4,134051653242782623
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250213 ETAMAX - ETR(MAPPING)",3,134051653164906986
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250611 ETAMAX S-ETR #1",1,134051650467133050
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250729",3,134051555515758876
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250149 NEXTIN KROKY-W SCARA EFEM_3P",1,134051549389356926
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\NEXUSONE\S250503 NEXUSONE D-WTR.pdf",1,134051415292642462
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250730",2,134051341916841600
"C:\Users\Doyun\AppData\Local\Programs\Microsoft VS Code\_\resources\app\extensions\git",1,134050575969906388
"C:\Users\Doyun\Desktop\S220244 AUROS OL100n WCP 1.1.63b_ETR 펌웨어 셋업",1,134050569720923936
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240683 AUROS - D-ETR OL-100n M17",1,134049931546610925
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2023년\S230642 KCTECH - Ventus",2,134049890354518412
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240594 KCTECH - VENTUS-2P",2,134049889883413664
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240222 KCTECH - VENTUS",7,134049889482533767
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240735-4 KCTECH Ventus 1.1.68a",4,134049888189947860
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250076 KCTECH - Ventus",6,134049888159511607
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240299 KCTECH VENTUS #5",7,134049886318636345
"C:\AutoChecker\Inspec\Result\C1411018 SSP D_WTR Z_axis3",1,134048987572089982
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2014년\S141452 KCTECH - SSP 13~16호기",2,134048978156799618
"C:\Users\Doyun\Downloads\S152041 KCTECH - SSP #23",1,134048975779701590
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2015년\S152041 KCTECH - SSP #23",4,134048972425325706
"C:\SVN\setup\pa\old\ASTA_ELITE_Chamber_4.2J2",1,134048928340515113
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250689 VISIONSEMICON EFEM  #1 D_WTR",1,134048821351532055
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2016년\S162077 비전세미콘 - 2 Port EFEM (개선안)",1,134048192744038495
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2015년\S151826 비전세미콘 - 2 Port EFEM & Dual Blade Scara Robot",1,134048192724406078
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2016년\S162436 비전세미콘 - Plasma용 2 Port EFEM",1,134048192665418535
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2023년\S230835 비전세미콘 - D-WTR (Track)",3,134048160862100232
"C:\Users\Doyun\AppData\Roaming\Code",1,134048149037036643
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250689",2,134047900447902921
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2024 프로젝트 회의록\S240978",1,134047896341464113
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250080 KCTECH CMP STBa 교육용",1,134047894768095357
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250540 KCTECH CMP STBa #-P SCARA",2,134047894758059189
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240684-3 KCTECH STBa #50 INDEX EFEM [S_WTR][Edge][Track]",1,134047891834533215
"X:\BD000_Soft_Control\BD999_인수인계자료\강준호\잡동사니2 (외부 다운로드 파일)\TERA부하진동자동입력 (2)\TERA부하,진동자동입력\진동\진동 자료\KOSTEK 진동\KOSTEK 진동\KOSTEK_20190528",1,134045537986442025
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241035 KOSTEK - D-WTR",1,134045537760370401
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250525 LSE - SI 78\S250525 LSE SI #78 INDEX",2,134045494145412578
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250562 ATI - D-WTR (Home Position -51º)",2,134045338369384465
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250055 ATI  D-WTR",1,134045332105440308
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240016 ATI - D-WTR (Home Position -47º) #1",1,134045307287752914
"X:\BG000_CS팀\1. ~CS DATA\KC TECH\kct cmp\5. A4 A6 모터\FPGA_GPL_A4.zip",1,134039387772228444
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2015년\S152012 KCTECH - SSP #22",1,134039378881321130
"X:\BD000_Soft_Control\BD998_관련프로그램\EFEM PC-Setup\kc-ssp",1,134039378862861444
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2019년\C194601 KCTECH - SSP WTR2(overhaul)",1,134039378834319016
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240736 KCTECH - NTA #20 SCARA\SCARA\Backup-2025-01-10 (15.53.22) 0299",1,134038618576111375
"C:\Users\Doyun\Documents\제어기 관리\펌웨어\S240736 KCTECH - NTA #20 SCARA\SCARA\Backup-2025-01-10 (15.53.22) 0299",1,134038618486006608
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-250221(095308) 0299 VENTUS_S TR 셋팅 전 제어기",1,134038618279748111
"C:\Users\Doyun\Documents\업무 관련\프로그램\SubnetSyncer\SSbackup\backup-250625(173639) 0299 KCTECH VENTUS-S OVERHANG",1,134038618096916553
"X:\BD000_Soft_Control\BD999_인수인계자료\송영욱\#4. 자주검사\S240222 KCTECH - VENTUS #3",1,134038612015541487
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\KCTECH\S240222 KCTECH VENTUS TR SCARA.pdf",2,134038610042237081
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\KCTECH\S240222 KCTECH Ventus #3 TR (Scara).pdf",2,134038609984997726
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\KCTECH\S240299 KCTECH VENTUS-S TR.pdf",1,134038609077869360
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S251002",1,134037808642068380
"C:\Users\Doyun\Documents\카카오톡 받은 파일\Feedforward 게인 튜닝 메뉴얼.docx",1,134037781485195737
"Y:\이재호\Work\제어팀 교육_210707\게인 튜닝 메뉴얼.docx",1,134037781148118103
"Y:\이재호\Work\Manual\모터 튜닝\게인 튜닝 메뉴얼.docx",1,134037780903540607
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2021년\S210464 KCTECH - STBa #10",1,134037568018616578
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2022년\S220307 KCTECH - NTA #13",1,134037567960317597
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240684 KCTECH CMP STBa EFEM",1,134037567819888698
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250438 KCTECH CMP NTH #50",1,134037567707300117
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240734 KCTECH CMP STBa",2,134037567610154233
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250228 KCTECH NTA EFEM",2,134037567287432107
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\PEMTRON",1,134036923736258926
"X:\BD000_Soft_Control\BD991_업무보고\주간업무보고\_2025년",1,134036722551283348
"X:\BD000_Soft_Control\BD700-문서관리\양식",1,134036722235363916
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250680 PEMTRON D_WTR Vaccun",1,134036722075738485
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250679 PEMTRON D_WTR",4,134036721711700723
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250680 PEMTRON",1,134036721554005787
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250716 lSE SC #35",1,134036721152324879
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\CNDPLUS\제어\LSE(MUJIN)\S230669 LSE - SC #29 INDEX.pdf",1,134036710693619820
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\CNDPLUS\제어\LSE(MUJIN)\S240837 LSE - SC #32 INDEX.pdf",1,134036710645631709
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\CNDPLUS\제어\LSE(MUJIN)\S241201 LSE SC INDEX  #33.pdf",1,134036710572540242
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\LSE(MUJIN)\S250081 LSE - SC #34 INDEX.pdf",1,134036700074411083
"Z:\AE000_품질경영\품질시스템 폴더\08. 공정 관리 (함경철, 이무연, 박동환)\8-3 System ( 매뉴얼 관리 )\제어\LSE(MUJIN)\S230614 LSE SC WTR1 Ass'y.pdf",1,134036700031884915
"C:\Users\Doyun\Documents\업무 관련\서버\[자주검사] 스캔본_공유_폴더.lnk",1,134036699641501223
"C:\Users\Doyun\Documents\업무 관련\장비 프로그램 관리\GPL 버전 관리\1.1.35_MJ",1,134036692976329593
"Y:\남성민\제작\부하시트지\3.7 (3.6 버전 오류 해결)\부하측정 (최대 7축(가변))자동화 v3.7.xlsm",1,134036646879170794
"Y:\남성민",1,134036646715792390
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250081 LSE - SC #34",6,134036645718919942
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2015년\S151936 IMTECH - LTR",2,134036644045969301
"X:\BD000_Soft_Control\BD999_인수인계자료\유영수\IMT",1,134036643945075734
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2014년\S141394C IMT - 2 Port EFEM",1,134036643915024305
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250920",1,134036643233930645
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2023년\S230614 LSE SC WTR1",2,134036192769671888
"X:\BD000_Soft_Control\BD600-프로젝트 자료\LOG\Inspec\backupFile\PEMTRON",4,134036150722960878
"Y:\이규봉\거래처 자료들\펨트론\모델링\PEMTRON_MAC_OPEN.zip",1,134036141001342953
"C:\Users\Doyun\Downloads\S250680 PEMTRON D_WTR\COPY S250679 PEMTRON D_WTR\S250679 PEMTRON D_WTR #3",2,134036138256954413
"C:\AutoChecker\Inspec\Result\S250679 PEMTRON D_WTR #4 Vacuum",1,134036131223513468
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250279 PEMTRON - D-WTR",2,134036126234237174
"X:\BD000_Soft_Control\BD999_인수인계자료\강준호\ErrorCode List\1. WTR + Dynax\다이낙스_Manual_WaferTransferRobot Ver2.45.doc",2,134036045889644479
"Y:\양성진\기타\다이낙스 TP 사용법.txt",2,134035996809488158
"C:\Users\Doyun\Documents\업무 관련\매뉴얼 모음\다이낙스 TP.txt",1,134035996039368327
"Y:\박용현\9.교육자료모음\17. 교육관련\01.교육교안 _11.04\교육교안 정리본\001_TEACHING 교안_REV.02 다이낙스.pdf",1,134035995141070766
"Y:\김대현\대현_거래처\기타 잡\한국_CIS(구SNU프리지션)\로봇 다이낙스 에러 확인 및 에러코드.pdf",1,134035994754123189
"C:\Users\Doyun\Documents\업무 관련\매뉴얼 모음\다이낙스 테스트 제어기 TP 매뉴얼.txt",1,134035978300532099
"C:\Users\Doyun\Documents\카카오톡 받은 파일\S250920 (아이엠티) Dual Arm Track Robot Electrical IO MAP (1).xlsx",1,134035888438071870
"C:\Users\Doyun\Documents\카카오톡 받은 파일\auros 1.1.63b 웨이퍼 돌출 확인 기능.zip",1,134035846004825454
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250716",1,134035834767004084
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250228 KCTECH NTA #23 SCARA",2,134035829216042585
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S241185 KCTECH NTA EFEM",4,134035828756379911
"C:\Users\Doyun\Desktop\파일철샘플 2025.ppt",1,134035796723300563
"X:\BD000_Soft_Control\BD700-문서관리\파일철샘플 2025.ppt",2,134035796547346289
"X:\BD000_Soft_Control\BD700-문서관리\사양서\iso\KSBISO10218-1_KR\KSBISO10218-2(2017확인)_KR.pdf",1,134035794434120277
"Y:\이재호\스캔폴더\서류 스캔 모음\2010년 동작체크시트 일부분.pdf",1,134035794050293239
"X:\BD000_Soft_Control\BD700-문서관리\RND-F-C-006_동작체크시트\2013년\2013_동작체크시트_제어팀.pdf",1,134035793994019181
"C:\AutoChecker\Inspec\Result\S250679 PEMTRON D_WTR #4 Vacuum\진동\AccDistResult.xlsm",1,134035781049454376
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240577 PEMTRON",1,134033493342719769
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240959 AI-MECHATEC",3,134032672107904136
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2024년\S240959-6 AI-MECHATEC Robot Electrical",1,134032672072042440
"\\Rnd2000-server\C0000_Project\CF000_프로젝트이력\2025 프로젝트 회의록\S250680",1,134032608650554066
"X:\BD000_Soft_Control\BD600-프로젝트 자료\2025년\S250550 NEXTIN SCARA EFEM #19 2P RF",1,134032565387518971
"Y:\이규봉\거래처 자료들\서버 메뉴얼\1. 반도체사업부\01. WTR\3. TP 매뉴얼 (DYNAX, PRC)\TP Manual (기타)\Telescopic D-WTR (Elva3)_테라_150703\제어\TP Manual_v1.0.1.pdf",1,134032538517664945
"Y:\김대현\김대현\대현_업무파일\전원변환커넥터(다이낙스 ABS 220V 에서 PRC 돼지코 110V).pptx",1,134032537152581325
"X:\BD000_Soft_Control\BD999_인수인계자료\박인서\999.project\003.DYNAX\001.doc\[다이낙스]게인변경_20200512.pdf",1,134032535425421286
"C:\Users\Doyun\AppData\Local\Temp\EasyPrinterManagerV2_log.txt",1,134032534730209179
"X:\BD000_Soft_Control\BD999_인수인계자료\정보원\HDD백업\programs\프린터",1,134032534068991199
"Y:\함경철\프린터 설치 드라이버",1,134032533932893306
"Y:\임창현\2024 PC 교체 백업\개인 파일\06.일학습병행\기업현장교사 일학습병행 관련 업무\홍상우 대리 꺼\2021년\21년 1학기\프린터 서버 주소.txt",1,134032533781234886
"C:\Users\Doyun\AppData\Local\Everything",2,134031802667268369
"C:\Users\Doyun\AppData\Roaming\Everything",1,134031802646206000
"C:\Users\Doyun\AppData\Roaming\Everything 1.5a",1,134031802595505933
"C:\Program Files\Everything 1.5a",2,134031801535795821
"C:\Users\Doyun\Documents\업무 관련\프로그램",1,134031749170914684
"C:\Program Files\Everything",1,134031620769185244
